athlete_id,edition_year,total_medals,participation_number
44189,1912,2,1
44190,1972,1,1
44191,1924,2,1
44192,1988,3,1
44193,1984,2,1
44194,1920,1,1
44195,1912,1,1
44196,1920,2,1
44197,1952,1,1
44197,1956,1,2
44198,1924,2,1
44199,1920,4,1
44200,1980,1,1
44201,1972,1,1
44201,1976,1,2
44202,1908,3,1
44203,1972,2,1
44204,1984,2,1
44205,1912,4,1
44205,1920,2,2
44206,1912,4,1
44206,1920,8,2
44206,1924,2,3
44207,1984,1,1
44208,1912,1,1
44209,1948,1,1
44209,1960,2,2
44209,1968,3,3
44210,1968,3,1
44210,1972,3,2
44210,1976,2,3
44210,1980,2,4
44211,1924,4,1
44212,1980,1,1
44213,1920,2,1
44214,1912,1,1
44215,1908,3,1
44215,1912,3,2
44215,1920,3,3
44216,1948,1,1
44217,1912,3,1
44218,1908,3,1
44219,1988,1,1
44220,1968,1,1
44221,1972,1,1
44221,1976,1,2
44222,1968,1,1
44223,1920,2,1
44224,1912,1,1
44225,1920,2,1
44225,1924,1,2
44226,1992,1,1
44227,1908,1,1
44228,1936,1,1
44228,1948,1,2
44229,1952,1,1
44230,1956,3,1
44230,1960,3,2
44231,1920,2,1
44232,1912,1,1
44232,1920,5,2
44232,1924,1,3
44233,1920,4,1
44233,1924,6,2
44234,1912,3,1
44235,1912,1,1
44235,1920,1,2
44236,1960,1,1
44236,1964,1,2
44236,1968,1,3
44237,1932,1,1
44237,1936,1,2
44238,1952,1,1
44238,1956,1,2
44239,1956,1,1
44240,1912,2,1
44241,1912,2,1
44242,1912,5,1
44243,1952,1,1
44244,1920,1,1
44244,1924,2,2
44245,1948,1,1
44246,1912,2,1
44247,1912,3,1
44248,1936,1,1
44249,1988,2,1
44250,1936,2,1
44251,1908,2,1
44252,1968,1,1
44253,1912,3,1
44254,1948,1,1
44255,1912,1,1
44256,1912,2,1
44257,1912,2,1
44258,1912,2,1
44259,1908,2,1
44259,1912,2,2
44259,1920,4,3
44260,1968,1,1
44261,1980,1,1
44262,1912,3,1
44263,1988,1,1
44264,1952,1,1
44265,1964,3,1
44266,1972,1,1
44266,1976,1,2
44266,1984,1,3
44266,1988,1,4
44267,1920,2,1
44268,1920,1,1
44268,1924,1,2
44269,1912,1,1
44270,1908,5,1
44271,1908,2,1
44272,1932,1,1
44272,1936,1,2
44273,1908,5,1
44273,1912,1,2
44274,1908,2,1
44275,1984,1,1
44276,1972,1,1
44276,1976,1,2
44276,1980,2,3
44276,1984,2,4
44276,1988,2,5
44276,1992,2,6
44276,1996,2,7
44277,1912,1,1
44278,1952,1,1
44278,1956,1,2
44279,1920,1,1
44280,1912,1,1
44281,1984,1,1
44282,1912,1,1
44283,1912,1,1
44284,1956,3,1
44284,1964,3,2
44285,1976,1,1
44286,1924,1,1
44287,1908,2,1
44287,1912,5,2
44287,1920,4,3
44287,1924,5,4
44288,1908,3,1
44288,1912,4,2
44288,1920,3,3
44289,1972,1,1
44290,1912,2,1
44290,1920,1,2
44291,1988,1,1
44291,1992,1,2
44292,1976,2,1
44292,1980,2,2
44293,1912,2,1
44294,1936,2,1
44294,1948,2,2
44294,1952,2,3
44294,1956,1,4
44294,1960,1,5
44295,1908,6,1
44295,1912,5,2
44296,1908,3,1
44297,1912,2,1
44298,1960,1,1
44299,1912,2,1
44300,1912,2,1
44301,1924,1,1
44302,1912,1,1
44303,1912,2,1
44304,1912,3,1
44305,1988,1,1
44305,1992,2,2
44306,1972,2,1
44307,1980,1,1
44308,1980,1,1
44309,1992,1,1
44310,1972,1,1
44311,1972,1,1
44312,1980,1,1
44313,1980,1,1
44314,1984,1,1
44315,1988,2,1
44316,1988,2,1
44316,1992,2,2
44317,1992,2,1
44318,1988,1,1
44318,1992,1,2
44319,1980,1,1
44320,1988,1,1
44321,1920,1,1
44322,1920,7,1
44323,1972,2,1
44323,1976,1,2
44324,1924,2,1
44325,1952,1,1
44325,1956,1,2
44326,1924,2,1
44326,1936,1,2
44327,1964,1,1
44327,1968,1,2
44327,1972,1,3
44328,1924,1,1
44329,1936,1,1
44330,1924,4,1
44331,1980,1,1
44332,1956,2,1
44332,1960,2,2
44333,1924,3,1
44334,1960,2,1
44335,1960,1,1
44336,1992,1,1
44337,1960,2,1
44338,1968,1,1
44338,1972,1,2
44339,1972,1,1
44339,1976,1,2
44339,1980,1,3
44340,1976,1,1
44341,1980,2,1
44342,1920,6,1
44342,1924,5,2
44343,1924,1,1
44344,1988,1,1
44345,1920,7,1
44346,1924,1,1
44347,1936,1,1
44348,1920,1,1
44348,1936,1,2
44349,1972,1,1
44349,1976,1,2
44350,1924,1,1
44351,1936,1,1
44352,1960,1,1
44352,1964,1,2
44353,1968,3,1
44354,1924,1,1
44355,1920,6,1
44356,1924,3,1
44356,1936,1,2
44357,1924,1,1
44358,1980,1,1
44359,1988,1,1
44359,2000,1,2
44360,1952,1,1
44360,1956,1,2
44361,1964,1,1
44361,1968,1,2
44362,1968,1,1
44363,1992,1,1
44364,1976,1,1
44364,1980,1,2
44365,1952,1,1
44366,1976,1,1
44366,1980,1,2
44367,1924,1,1
44368,1980,1,1
44369,1968,1,1
44369,1972,2,2
44370,1980,1,1
44371,1936,2,1
44372,1952,1,1
44373,1920,1,1
44374,1952,1,1
44375,1960,1,1
44376,1976,1,1
44376,1980,1,2
44377,1988,1,1
44378,1924,2,1
44379,1988,2,1
44380,1924,1,1
44381,1976,1,1
44382,1924,2,1
44383,1968,1,1
44384,1992,1,1
44385,1988,3,1
44386,1972,1,1
44386,1976,1,2
44387,1960,1,1
44387,1964,3,2
44388,1920,1,1
44389,1920,6,1
44389,1924,6,2
44390,1960,1,1
44391,1952,1,1
44391,1956,1,2
44392,1992,1,1
44393,1988,1,1
44393,1992,1,2
44393,2008,1,3
44394,1968,1,1
44395,1972,1,1
44395,1976,1,2
44395,1980,1,3
44396,1924,2,1
44397,1960,1,1
44398,1984,1,1
44399,1996,2,1
44400,1984,1,1
44400,1988,1,2
44401,1984,1,1
44402,1984,1,1
44403,1988,1,1
44403,1992,1,2
44404,1960,2,1
44404,1964,1,2
44405,1984,1,1
44406,1976,1,1
44406,1984,1,2
44407,1964,1,1
44407,1968,1,2
44408,1976,1,1
44408,1984,1,2
44408,1988,1,3
44409,1968,1,1
44410,1964,1,1
44411,1968,1,1
44411,1976,1,2
44412,1960,1,1
44413,1992,1,1
44414,1972,1,1
44415,1964,1,1
44415,1968,1,2
44416,1996,2,1
44417,1984,2,1
44418,1984,1,1
44419,1968,1,1
44419,1972,1,2
44420,1968,1,1
44421,1972,1,1
44422,1976,1,1
44423,1968,1,1
44424,1972,1,1
44424,1976,1,2
44425,1976,1,1
44426,1972,1,1
44426,1976,1,2
44426,1984,1,3
44427,1964,1,1
44428,1996,2,1
44428,2004,2,2
44428,2008,2,3
44428,2012,3,4
44429,1976,1,1
44430,1976,1,1
44431,1972,1,1
44432,1984,1,1
44433,1960,1,1
44434,1972,1,1
44435,1964,1,1
44436,1984,1,1
44437,1960,2,1
44438,1964,1,1
44439,1964,1,1
44440,1960,1,1
44440,1964,1,2
44441,1968,1,1
44441,1972,1,2
44441,1976,1,3
44442,1984,2,1
44443,1984,1,1
44444,1968,1,1
44444,1972,1,2
44444,1984,1,3
44445,1984,1,1
44446,1976,1,1
44447,1976,1,1
44448,1968,1,1
44448,1972,1,2
44448,1984,1,3
44449,1960,1,1
44449,1964,1,2
44449,1968,1,3
44450,1996,1,1
44450,2000,1,2
44450,2004,2,3
44451,1992,1,1
44452,1988,1,1
44453,1960,1,1
44454,1968,1,1
44455,1968,1,1
44456,1968,1,1
44457,1968,1,1
44458,1996,2,1
44459,1964,1,1
44459,1968,1,2
44460,1964,1,1
44461,1964,1,1
44462,1964,1,1
44462,1968,1,2
44463,1964,1,1
44463,1968,1,2
44464,1984,1,1
44464,1988,1,2
44465,1984,1,1
44465,1988,2,2
44465,1992,2,3
44465,1996,2,4
44466,1960,1,1
44467,1956,3,1
44467,1960,2,2
44467,1964,2,3
44467,1968,3,4
44467,1972,3,5
44468,1984,1,1
44469,1976,1,1
44470,1968,1,1
44471,1968,1,1
44472,1960,1,1
44473,1960,1,1
44474,1988,1,1
44475,1968,2,1
44475,1972,2,2
44475,1976,1,3
44476,1976,1,1
44477,1972,1,1
44478,1972,1,1
44479,1984,1,1
44479,1992,1,2
44479,1996,2,3
44480,1968,1,1
44481,1968,1,1
44482,1988,1,1
44483,1972,1,1
44483,1976,1,2
44483,1984,1,3
44484,1996,1,1
44485,1996,2,1
44485,2000,2,2
44485,2004,2,3
44486,1996,2,1
44487,1988,1,1
44487,1996,1,2
44488,1996,2,1
44489,1996,1,1
44490,1992,1,1
44490,1996,1,2
44491,1996,2,1
44491,2004,2,2
44492,1996,3,1
44492,2000,3,2
44493,1988,1,1
44493,1996,1,2
44494,1976,1,1
44495,1988,1,1
44495,1992,1,2
44496,1972,1,1
44497,1968,1,1
44497,1972,1,2
44497,1976,1,3
44498,1952,2,1
44499,1972,1,1
44499,1976,1,2
44500,1980,1,1
44500,1992,1,2
44501,1992,1,1
44502,1952,2,1
44503,1964,1,1
44503,1972,1,2
44504,1952,1,1
44504,1956,2,2
44505,1956,3,1
44505,1960,2,2
44506,1980,1,1
44507,1992,1,1
44508,1956,1,1
44509,1992,1,1
44510,1952,1,1
44511,1976,1,1
44511,1980,1,2
44512,1964,1,1
44513,1960,1,1
44514,1952,1,1
44515,1960,1,1
44516,1988,2,1
44516,1992,2,2
44517,1980,1,1
44518,1956,1,1
44519,1960,1,1
44519,1964,1,2
44520,1976,1,1
44521,1968,1,1
44522,1968,2,1
44522,1972,2,2
44523,1968,1,1
44523,1972,1,2
44523,1976,1,3
44524,1964,1,1
44524,1968,1,2
44525,1988,1,1
44525,1992,1,2
44526,1976,2,1
44527,1988,1,1
44528,1952,1,1
44529,1980,1,1
44530,1980,1,1
44530,1988,1,2
44531,1972,1,1
44531,1976,1,2
44532,1976,1,1
44532,1980,1,2
44533,1956,1,1
44534,1960,2,1
44535,1952,1,1
44535,1956,1,2
44535,1960,1,3
44536,1952,1,1
44537,1952,1,1
44538,1968,1,1
44539,1968,2,1
44539,1972,2,2
44540,1968,1,1
44540,1972,1,2
44541,1972,1,1
44542,1980,1,1
44542,1992,2,2
44542,1996,1,3
44543,1964,1,1
44544,1956,1,1
44545,1964,1,1
44545,1968,1,2
44546,1952,1,1
44546,1956,1,2
44547,1960,1,1
44547,1964,2,2
44548,1972,1,1
44549,1980,1,1
44550,1980,1,1
44551,1956,1,1
44552,1968,1,1
44552,1972,1,2
44553,1968,1,1
44554,1976,1,1
44554,1988,1,2
44554,1992,1,3
44555,1956,1,1
44555,1960,1,2
44556,1964,2,1
44557,1972,1,1
44557,1976,1,2
44558,1968,1,1
44558,1972,1,2
44558,1976,1,3
44559,1980,1,1
44560,1964,1,1
44561,1956,1,1
44561,1960,1,2
44562,1952,2,1
44563,1992,1,1
44563,2004,1,2
44564,1980,1,1
44565,1960,1,1
44565,1964,1,2
44566,1992,1,1
44567,1968,1,1
44568,1968,1,1
44569,1992,1,1
44570,1968,1,1
44572,1992,1,1
44572,1996,1,2
44572,2004,2,3
44572,2008,1,4
44573,1988,1,1
44574,1996,1,1
44575,1984,1,1
44575,1988,2,2
44576,1992,1,1
44576,2004,1,2
44577,1996,1,1
44577,2000,1,2
44578,1984,1,1
44578,1988,2,2
44579,1984,1,1
44579,1988,1,2
44580,1988,1,1
44581,1988,2,1
44581,1992,2,2
44582,1996,1,1
44582,2000,1,2
44583,1984,1,1
44584,1992,2,1
44584,1996,1,2
44585,1992,1,1
44586,1996,1,1
44586,2000,2,2
44586,2004,2,3
44586,2008,1,4
44586,2012,2,5
44586,2016,1,6
44587,1984,1,1
44588,1996,1,1
44589,1992,1,1
44590,1996,1,1
44590,2000,2,2
44590,2004,2,3
44590,2008,2,4
44591,1984,1,1
44592,1992,1,1
44593,1976,1,1
44594,1988,1,1
44595,1912,4,1
44595,1920,1,2
44596,1996,1,1
44597,1992,1,1
44598,1992,2,1
44598,1996,2,2
44599,1912,2,1
44600,1964,1,1
44600,1968,2,2
44601,1972,1,1
44601,1976,1,2
44602,1992,1,1
44602,2000,1,2
44602,2004,2,3
44602,2008,1,4
44603,1920,2,1
44604,1988,1,1
44605,1972,1,1
44605,1976,1,2
44606,1908,2,1
44607,1996,2,1
44607,2000,2,2
44607,2004,1,3
44608,1924,1,1
44609,1988,1,1
44610,1912,3,1
44611,1972,2,1
44611,1976,1,2
44612,1920,2,1
44613,1956,1,1
44614,1908,2,1
44615,1948,1,1
44615,1952,2,2
44615,1956,1,3
44616,1984,1,1
44616,1988,1,2
44617,1924,1,1
44618,1912,2,1
44619,1924,5,1
44620,1920,2,1
44621,1920,3,1
44622,1912,4,1
44623,1948,1,1
44624,1920,5,1
44625,1984,1,1
44625,1988,1,2
44626,1912,4,1
44627,1948,1,1
44628,1908,2,1
44629,1996,2,1
44630,1984,1,1
44630,1988,2,2
44631,1932,1,1
44632,1908,2,1
44633,1948,1,1
44634,1960,1,1
44635,1920,1,1
44636,1948,1,1
44637,1924,5,1
44638,1976,1,1
44639,1924,1,1
44640,1972,1,1
44641,1908,2,1
44641,1912,4,2
44642,1924,1,1
44643,1976,1,1
44644,1912,3,1
44645,1936,1,1
44646,1972,1,1
44647,1984,1,1
44647,1988,1,2
44647,1992,1,3
44648,1984,2,1
44648,1988,2,2
44648,1996,2,3
44648,2000,2,4
44649,1988,1,1
44650,1984,1,1
44651,1908,2,1
44652,1976,1,1
44653,1992,1,1
44653,1996,1,2
44653,2004,2,3
44653,2008,1,4
44654,1924,2,1
44655,1984,2,1
44656,1924,1,1
44657,1920,5,1
44657,1924,5,2
44658,1936,1,1
44659,1920,3,1
44659,1924,2,2
44660,1920,1,1
44661,1988,1,1
44662,1956,1,1
44663,1960,1,1
44663,1968,2,2
44664,1988,1,1
44664,1992,2,2
44665,1924,1,1
44666,1920,4,1
44667,1968,1,1
44668,1912,2,1
44669,1908,2,1
44670,1912,2,1
44671,1992,2,1
44671,1996,1,2
44671,2000,1,3
44671,2004,1,4
44672,1908,2,1
44673,1964,1,1
44674,1924,1,1
44675,1964,1,1
44676,1972,1,1
44676,1976,1,2
44677,1912,2,1
44678,1968,1,1
44679,1920,2,1
44680,1996,2,1
44681,1932,1,1
44682,1912,2,1
44683,1968,1,1
44684,1908,2,1
44685,1960,2,1
44686,1992,1,1
44687,1924,1,1
44688,1912,7,1
44688,1920,1,2
44689,1936,1,1
44690,1924,2,1
44691,1960,1,1
44692,1988,1,1
44693,1948,1,1
44693,1952,2,2
44693,1956,2,3
44694,1912,3,1
44695,1920,7,1
44696,1908,1,1
44697,1984,1,1
44698,1992,2,1
44699,1972,1,1
44701,1936,1,1
44702,1920,2,1
44703,1996,1,1
44703,2000,1,2
44704,1912,4,1
44704,1920,4,2
44705,1920,1,1
44706,1948,1,1
44707,1908,1,1
44708,1920,15,1
44709,1908,2,1
44709,1912,7,2
44710,1912,1,1
44711,1960,1,1
44712,1920,1,1
44713,1964,1,1
44714,1992,1,1
44714,1996,1,2
44715,1936,1,1
44716,1908,1,1
44717,1912,6,1
44718,1912,1,1
44719,1952,1,1
44719,1960,1,2
44719,1964,1,3
44719,1968,1,4
44719,1972,1,5
44719,1976,1,6
44720,1968,1,1
44720,1972,1,2
44721,1984,1,1
44721,1988,1,2
44721,1992,1,3
44721,1996,1,4
44721,2000,1,5
44722,1920,1,1
44723,1992,1,1
44723,1996,1,2
44724,1972,1,1
44725,1964,1,1
44726,1960,1,1
44727,1924,1,1
44728,1920,8,1
44729,1984,1,1
44729,1988,2,2
44730,1912,7,1
44730,1920,8,2
44730,1924,1,3
44731,1896,1,1
44732,1896,2,1
44733,1948,1,1
44734,1956,1,1
44735,1924,1,1
44736,1920,1,1
44737,1972,1,1
44738,1964,2,1
44739,1960,3,1
44740,1996,1,1
44741,1952,1,1
44742,1936,1,1
44743,1960,1,1
44744,1932,1,1
44745,1968,1,1
44746,1912,2,1
44747,1948,1,1
44748,1972,1,1
44749,1976,1,1
44750,1984,1,1
44751,1920,3,1
44752,1996,1,1
44753,1952,1,1
44754,1976,1,1
44755,1908,1,1
44755,1912,3,2
44756,1920,4,1
44757,1912,3,1
44758,1924,2,1
44759,1932,1,1
44760,1924,1,1
44761,1976,1,1
44762,1908,2,1
44763,1956,1,1
44764,1988,1,1
44765,1964,1,1
44766,1920,2,1
44767,1920,13,1
44768,1912,2,1
44769,1912,8,1
44770,1968,1,1
44771,1932,1,1
44772,1984,1,1
44773,1924,7,1
44774,1948,1,1
44774,1952,3,2
44775,1988,1,1
44776,1996,1,1
44776,2000,1,2
44776,2004,1,3
44777,1964,1,1
44778,1976,1,1
44779,1984,1,1
44780,1932,1,1
44781,1948,1,1
44782,1976,1,1
44783,1920,2,1
44784,1996,1,1
44784,2012,1,2
44785,1968,1,1
44786,1956,1,1
44787,1992,1,1
44788,1896,1,1
44789,1948,1,1
44790,1924,1,1
44791,1964,2,1
44791,1968,1,2
44791,1972,2,3
44792,1908,5,1
44792,1912,7,2
44793,1908,2,1
44794,1920,2,1
44795,1956,2,1
44796,1988,1,1
44797,1968,1,1
44797,1972,1,2
44798,1988,1,1
44798,1992,2,2
44799,1984,1,1
44800,1996,2,1
44801,1984,1,1
44802,1952,2,1
44803,1952,1,1
44804,1956,1,1
44805,1960,1,1
44806,1956,1,1
44807,1952,3,1
44808,1960,1,1
44809,1964,1,1
44810,1956,1,1
44810,1960,1,2
44811,1980,1,1
44811,1984,1,2
44812,1984,1,1
44813,1952,1,1
44813,1956,1,2
44814,1964,1,1
44814,1968,1,2
44814,1984,1,3
44815,1960,1,1
44815,1964,1,2
44815,1968,1,3
44816,1972,1,1
44817,1980,1,1
44818,1956,2,1
44818,1968,1,2
44819,1968,1,1
44820,1956,1,1
44821,1952,1,1
44822,1984,1,1
44823,1956,1,1
44824,1952,1,1
44824,1956,1,2
44824,1960,1,3
44825,1956,1,1
44826,1968,1,1
44827,1964,1,1
44827,1972,1,2
44828,1952,1,1
44829,1960,1,1
44830,1980,1,1
44830,1988,1,2
44830,1992,1,3
44831,1968,1,1
44832,1968,1,1
44833,1972,1,1
44834,1980,1,1
44835,1980,1,1
44836,1980,1,1
44837,1980,1,1
44838,1968,1,1
44838,1972,1,2
44839,1996,1,1
44840,1980,2,1
44841,1980,1,1
44842,1984,1,1
44843,1992,1,1
44843,1996,2,2
44843,2000,2,3
44844,1992,1,1
44844,1996,2,2
44844,2000,2,3
44845,1992,2,1
44845,2008,2,2
44846,1996,1,1
44847,1976,1,1
44848,1988,2,1
44848,1992,1,2
44849,1988,2,1
44849,1992,2,2
44849,1996,2,3
44849,2000,2,4
44849,2004,2,5
44849,2008,2,6
44849,2012,1,7
44850,1984,1,1
44851,1972,1,1
44852,1960,2,1
44853,1952,1,1
44854,1984,1,1
44855,1968,1,1
44856,1960,1,1
44856,1968,1,2
44857,1936,1,1
44858,1952,1,1
44859,1960,1,1
44859,1968,1,2
44860,1984,2,1
44860,1988,3,2
44860,1992,3,3
44860,1996,3,4
44860,2000,1,5
44861,1952,2,1
44862,1952,2,1
44862,1956,2,2
44863,1972,2,1
44863,1976,1,2
44863,1980,2,3
44864,1992,2,1
44864,1996,1,2
44864,2000,2,3
44864,2008,3,4
44864,2012,3,5
44865,1960,1,1
44866,1968,1,1
44867,1976,1,1
44867,1980,2,2
44867,1988,2,3
44868,1976,1,1
44868,1980,1,2
44869,1992,1,1
44869,1996,2,2
44869,2000,3,3
44869,2004,3,4
44869,2008,3,5
44869,2016,2,6
44870,1952,1,1
44871,1976,1,1
44872,1960,2,1
44873,1960,1,1
44874,1952,1,1
44875,1980,1,1
44876,1980,1,1
44877,1980,1,1
44878,1984,1,1
44879,1980,1,1
44880,1980,2,1
44880,1984,3,2
44881,1988,1,1
44882,1980,1,1
44883,1980,2,1
44884,1988,1,1
44885,1984,1,1
44886,1980,1,1
44887,1984,1,1
44888,1984,2,1
44889,1984,2,1
44890,1996,1,1
44890,2000,2,2
44891,1984,3,1
44892,1984,1,1
44892,1988,2,2
44893,1992,2,1
44894,1980,3,1
44895,1980,3,1
44896,1980,3,1
44897,1996,4,1
44897,2000,2,2
44897,2004,2,3
44897,2008,1,4
44898,1992,3,1
44899,1980,3,1
44900,1980,4,1
44901,1996,1,1
44901,2000,1,2
44902,1996,1,1
44903,1988,1,1
44903,1992,1,2
44903,1996,2,3
44903,2000,1,4
44904,1988,2,1
44905,1988,4,1
44905,1992,3,2
44906,1988,2,1
44907,1980,2,1
44908,1980,2,1
44909,1988,1,1
44910,1988,1,1
44911,1988,1,1
44912,1980,4,1
44913,1988,3,1
44913,1992,2,2
44914,1980,2,1
44915,1980,2,1
44916,1996,5,1
44917,1988,4,1
44918,1996,3,1
44919,1976,4,1
44920,1996,2,1
44921,1972,3,1
44922,1984,2,1
44922,1988,2,2
44923,1948,2,1
44924,1936,2,1
44925,1968,6,1
44926,1976,5,1
44927,1948,3,1
44928,1992,1,1
44929,1948,2,1
44931,1948,3,1
44932,1976,6,1
44933,1948,1,1
44934,1964,2,1
44935,1996,4,1
44935,2000,1,2
44936,1968,3,1
44937,1984,2,1
44937,1988,2,2
44937,1992,2,3
44938,1984,2,1
44939,1996,3,1
44940,1952,2,1
44941,1972,5,1
44942,1976,3,1
44943,1948,1,1
44944,1928,1,1
44945,1968,3,1
44946,1924,2,1
44947,1948,1,1
44948,1952,2,1
44949,1968,2,1
44949,1972,2,2
44950,1964,1,1
44951,1948,2,1
44952,1932,1,1
44953,1948,1,1
44954,1952,1,1
44955,1960,1,1
44955,1964,1,2
44956,1948,2,1
44957,1948,1,1
44958,1984,2,1
44959,1960,2,1
44960,1984,3,1
44961,1996,2,1
44961,2000,2,2
44962,1968,3,1
44963,1952,2,1
44964,1948,3,1
44965,1972,4,1
44966,1924,1,1
44967,1984,2,1
44968,1932,2,1
44969,1992,2,1
44970,1984,2,1
44971,1948,2,1
44972,1996,3,1
44972,2000,3,2
44972,2004,2,3
44972,2008,2,4
44973,1992,2,1
44974,1992,2,1
44975,1964,1,1
44976,1964,2,1
44977,1948,1,1
44978,1960,2,1
44978,1964,4,2
44978,1968,4,3
44979,1932,2,1
44980,1976,2,1
44981,1932,2,1
44982,1932,2,1
44983,1952,2,1
44984,1964,4,1
44984,1968,6,2
44985,1948,1,1
44986,1928,2,1
44987,1948,2,1
44988,1948,3,1
44988,1952,2,2
44989,1924,3,1
44989,1928,5,2
44989,1932,2,3
44990,1952,3,1
44991,1996,1,1
44992,1996,1,1
44993,1996,1,1
44993,2000,1,2
44994,1988,2,1
44995,1988,2,1
44996,1992,1,1
44997,1988,2,1
44998,1960,2,1
44999,1992,1,1
44999,1996,1,2
45000,1956,1,1
45001,1996,1,1
45002,1968,2,1
45003,1964,1,1
45004,1976,2,1
45005,1956,2,1
45006,1984,2,1
45006,1988,2,2
45007,1920,3,1
45008,1956,1,1
45008,1960,2,2
45009,1964,2,1
45009,1968,4,2
45010,1972,3,1
45011,1964,2,1
45011,1968,2,2
45012,1980,6,1
45013,1932,2,1
45014,1988,2,1
45015,1984,2,1
45016,1972,5,1
45017,1988,2,1
45018,1956,1,1
45018,1960,1,2
45019,1964,1,1
45020,1956,3,1
45020,1960,1,2
45021,1980,6,1
45021,1984,4,2
45021,1992,4,3
45022,1928,2,1
45023,1948,1,1
45023,1952,1,2
45024,1964,1,1
45025,1964,1,1
45026,1936,2,1
45027,1976,3,1
45028,1968,2,1
45029,1996,2,1
45030,1932,1,1
45031,1980,2,1
45031,1984,1,2
45031,1988,1,3
45031,1992,1,4
45032,1984,3,1
45033,1964,3,1
45034,1912,1,1
45035,1968,3,1
45036,1988,2,1
45037,1956,1,1
45038,1960,1,1
45039,1992,2,1
45040,1976,2,1
45040,1980,5,2
45041,1980,4,1
45042,1992,2,1
45043,1972,3,1
45044,1956,3,1
45044,1960,5,2
45044,1964,4,3
45045,1956,1,1
45046,1972,3,1
45047,1996,1,1
45048,1956,1,1
45049,1956,1,1
45050,1972,7,1
45051,1972,1,1
45052,1976,2,1
45053,1968,2,1
45054,1996,3,1
45055,1992,1,1
45056,1976,3,1
45057,1976,3,1
45058,1964,1,1
45059,1960,1,1
45060,1988,3,1
45061,1956,1,1
45062,1972,2,1
45062,1976,4,2
45063,1976,2,1
45064,1996,4,1
45065,1972,2,1
45066,1996,2,1
45067,1984,1,1
45067,1988,1,2
45068,1960,2,1
45068,1964,2,2
45069,1960,4,1
45070,1984,1,1
45071,1968,2,1
45072,1960,2,1
45073,1956,2,1
45074,1976,2,1
45075,1992,4,1
45075,1996,2,2
45075,2000,1,3
45076,1972,3,1
45077,1988,2,1
45078,1988,3,1
45078,1992,5,2
45078,1996,4,3
45079,1988,2,1
45080,1948,1,1
45080,1952,1,2
45081,1936,2,1
45082,1992,1,1
45082,1996,2,2
45083,1956,2,1
45084,1968,3,1
45085,1968,2,1
45086,1988,1,1
45086,1992,2,2
45087,1980,2,1
45087,1984,2,2
45088,1964,4,1
45089,1992,2,1
45090,1968,2,1
45091,1948,1,1
45091,1952,1,2
45092,1984,4,1
45093,1928,2,1
45093,1932,1,2
45094,1992,2,1
45095,1976,2,1
45096,1984,3,1
45097,1972,2,1
45098,1968,2,1
45098,1972,3,2
45099,1956,2,1
45099,1960,1,2
45100,1992,1,1
45101,1964,2,1
45102,1972,3,1
45103,1996,1,1
45104,1936,1,1
45105,1992,5,1
45105,1996,6,2
45105,2000,8,3
45106,1992,1,1
45106,1996,3,2
45106,2000,1,3
45107,1972,4,1
45108,1980,2,1
45108,1984,3,2
45109,1980,2,1
45109,1984,4,2
45110,1984,2,1
45111,1968,3,1
45112,1956,1,1
45113,1988,3,1
45114,1968,3,1
45115,1992,3,1
45115,1996,3,2
45116,1976,3,1
45117,1996,1,1
45118,1988,2,1
45118,1992,2,2
45119,1984,3,1
45120,1964,2,1
45121,1996,4,1
45121,2000,4,2
45121,2004,1,3
45122,1956,1,1
45123,1976,4,1
45124,1976,2,1
45125,1948,2,1
45126,1952,2,1
45127,1984,2,1
45128,1968,4,1
45129,1976,1,1
45130,1976,3,1
45131,1928,1,1
45132,1964,2,1
45133,1984,4,1
45134,1996,1,1
45134,2000,3,2
45134,2004,3,3
45134,2012,1,4
45135,1964,2,1
45136,1976,2,1
45137,1980,6,1
45138,1988,3,1
45138,1992,2,2
45138,1996,1,3
45139,1968,5,1
45140,1972,3,1
45141,1976,3,1
45142,1992,1,1
45143,1960,2,1
45144,1996,1,1
45144,2000,1,2
45145,1964,1,1
45146,1912,1,1
45147,1948,3,1
45147,1952,3,2
45148,1996,2,1
45149,1968,1,1
45150,1988,3,1
45150,1992,1,2
45151,1952,2,1
45152,1988,3,1
45152,1992,3,2
45153,1908,6,1
45154,1988,2,1
45155,1908,4,1
45155,1920,3,2
45155,1924,3,3
45156,1984,2,1
45157,1960,2,1
45157,1964,2,2
45158,1912,3,1
45159,1928,1,1
45160,1948,3,1
45161,1948,2,1
45162,1980,4,1
45162,1984,2,2
45163,1980,2,1
45163,1984,3,2
45164,1968,2,1
45165,1988,2,1
45165,1992,3,2
45166,1988,2,1
45167,1992,1,1
45168,1984,2,1
45169,1964,1,1
45170,1960,2,1
45171,1988,1,1
45171,1996,1,2
45172,1964,1,1
45173,1968,5,1
45174,1960,1,1
45175,1912,3,1
45176,1956,2,1
45177,1924,3,1
45177,1928,2,2
45177,1932,2,3
45178,1924,4,1
45179,1908,4,1
45180,1996,1,1
45181,1972,6,1
45182,1976,3,1
45183,1960,1,1
45184,1968,4,1
45185,1984,3,1
45186,1948,1,1
45186,1952,1,2
45187,1976,3,1
45188,1984,2,1
45189,1960,1,1
45190,1956,2,1
45190,1960,2,2
45191,1996,3,1
45192,1960,1,1
45192,1964,4,2
